22351332,"Beijing as a ""sacred center of China’s spiritual universe""? Let's not get carried away... The city was founded - not that long ago, certainly by Chinese history's standards - by nomadic non-Han people, mostly Manchus and Mongols, up in the northern grasslands and plateaus where 'they' (Manchus, Mongols) felt at home. It represents quite a stark departure - in location, vegetation and climate - from the long and ancient Chinese tradition of setting up the capital cities in the much more congenial South (e.g. Nanjing). <br/><br/>The weather alone says it all: Every September, local residents will remark cheerfully that ""Tianqi bu leng, ye bu re -- hen shufu!"" (""The weather is neither cold nor hot -- it feels really comfortable!""). Needless to say, this ""comfortable"" period lasts about two weeks. The rest of the year is all about oppressive heat and humidity or freezing but dry cold, with the occasional sand- and dust-storm (coming from the Gobi desert just to the north) thrown in for good measure. ",Martin Kralik,80329200,"Kuala Lumpur, Malaysia",5906b3197c459f24986dd003
22349637,"Nice article that my father, who grew up in Beijing during the teens through 30's, would have enjoyed.  I spent four years living in Shanghai from 2005-2009, birthplace of my mother and where the family house still stands.  We lived by Fuxing Park which during the Concession era did not allow Chinese entrance.  When I lived nearby it was full of older people doing Tai Chi, dancing and sometimes singing to old Mao era songs.  I loved park life in the city.  We visited Beijing often and enjoyed going to the parks and temples although as a city, distances always seemed further than they appeared.  You article brings back great memories. ",Calvin Lee,1966123,NE Corridor USA,5906b3197c459f24986dd003
22349580,"Unfortunately Beijing is also one of the world's most polluted cities, and that doesn't sound very appealing.",Daisy,16090040,undefined,5906b3197c459f24986dd003
22347128,"As one who lived in Beijing for several years I've speculated as to how much cultural heritage (and economic real estate wealth) was lost when the walls were torn down in 1963 to be replaced by the 2nd ring road (a 24 x 7 virtual parking lot).    I believe had central Beijing retained more of its architectural integrity the subsequent economic revival of China since 1987 would have  resulted in a cultural heritage similar in scale to Paris or Amsterdam.   There is so much in BJ to behold, but there could have been significantly more.",DWS,46779680,"Dallas, TX",5906b3197c459f24986dd003
22346774,"This brought back fond memories.  I served in the US Embassy from 1986-89 and also lived in the Jianguomenwai diplomatic compound.  The city was much as the author described.  We were constantly fighting dust and grime, but it was still a charming place that had yet to succumb to developers' bulldozers.  My office faced Ri Tan Park, and I often ate lunch in a small restaurant in the middle of the park that no longer exists where a plate of dumplings, some pickled cabbage and a beer cost less the $3.00.  Unfortunately, my last memory of the park was on June 6, 1989, when a convoy of People's Liberation Army trucks drove down the street between my office and the park, firing their guns into the air.",bonanglais,63951092,Colorado,5906b3197c459f24986dd003
22342870,"What a lovely article. I too love Beijing and especially The Temple of the Sun. I have found Beijing the perfect city to balance my explorations in the Middle East, which seems almost new by comparison. Exploring China has become a delight, and like the writer, I have found it quite easy to gaze past the western media's depictions of China as nothing more than a smog hole stuffed with unhappy people and viewed stunning antiquities, beautiful countrysides and probably the most interesting and gracious people on earth. Thank you for a wonderful article that is also a breathe of fresh air on China. ",anonymous12,59379944,US,5906b3197c459f24986dd003
22337933,"I first visited Beijing &amp; much of the border regions in 1985.  Yes, it was hard traveling, but people were re-emerging from a decade of destruction &amp; were finding joy.  There was little to eat, no cooking oil, &amp; nowhere to stay. Still, much of the border region had cultural treasures untouched by the masses:  the Ta'er Lamasery, Yangshuo before the tourists, the cool yogurt of Kunming, the breathtaking sunrise on Emei Mountain.  Economic development &amp; the push against Tibetan Buddhism have exacted a huge toll. I'm glad I saw it when.",Krista M.C.,16659658,Vermont,5906b3197c459f24986dd003
22336911,"My wife and I were in Beijing in April last year and spent an hour or two in Temple of the Sun park. It was the middle of the week and the park was almost deserted.  A highlight was the small pavilion at the top of the hill. The amusement park, along with the restaurant  and beer garden were closed. We must missed the antique store.<br/>It was the Lama Temple which I found most striking as a religious site. I wish we had known of the White Cloud Temple.",Richard Klibaner,28662408,"Cambridge, MA",5906b3197c459f24986dd003
22336568,"I've been lucky in life.  I have had the good fortune to experience many of this planets most interesting cities.  Beijing is special, even among such exemplary counterparts.  If you can, you really must go.  Wonderful people, staggering history, compelling culture and parks no place in the world can replicate.  Only Cape Town evokes as many fond memories for me as Beijing.",Whatthewhat,65896608,B,5906b3197c459f24986dd003
22331408,"Having lived in Beijing for more than 4 years I can relate to the writers effection for the vast and bustling metropolis. I was also struck by how Beijingers were driven by materialism, but at the same time becoming disillusioned by it and slowly returning to religion and other spritual pursuits. As always, great pictures by Adam Dean. ",Pierre Kriek,70712358,"Tervuren, Belgium",5906b3197c459f24986dd003
22334273,"Wonderful article, perfectly true to Beijing which is a city I am ever so fond of.",Nancy,57771928,Great Neck,5906b3197c459f24986dd003
22325116,"As we head toward the 100th anniversary of the May Fourth Movement (May 4, 1919), we should remember that radical anti-traditionalism pre-dates any awareness of the existence of Marxism and if anything brought about the formation of the Chinese Communist Party, rather than being a product of it. The Chinese are coming to terms with a complex troubled 19th and early 20th century. And so are we. Let's work together to avoid any tragic repeats.",JustThinkin,1726283,Texas,5906b3197c459f24986dd003
22322974,"Well, Ian, I sense your affection for Beijing, but, frankly, it sounds horrendous. A small patch left of what was once a great park, and an overweening Chinese authority, barely in the background, shaping everything that remains.  Much better than in Mao's day, but still pretty bad. Definitely not on my list...",LooseFish,17812937,"Rincon, Puerto Rico",5906b3197c459f24986dd003
22324987,"Not all is well in Beijing’s parks.<br/><br/>Most interesting article except that it presents a Beijing’s park in a biased manner. Nowhere is there any reference made to the omnipresent dying trees due to environmental stress. Nowhere is there any comment on the pushing and shoving, queue jumping that goes on, in which any foreigner caught in it is overwhelmed. Nowhere is there any comment on the army of cleaners and sweepers who collect bottles and papers discarded by visitors. Yes, Beijing is grand, but in an artificial manner. China has grown for the better since my first trip in 1984. Do not get me wrong, I love China, as I made it my area of specialization. I am in Shanghai on a one-year sabbatical, teaching at a national university, and I love every minute of my time interfacing with so many students with great potential. Unfortunately, Chinese do not wholeheartedly embrace their history; they mechanically live their culture, often without understanding it. The majority have lost the spirituality that Taoism, Confucianism, Buddhism, and even Christianity used to bring. Nowadays, they pray at the altar of consumerism. ",J Pierre Brunet,79031067,Shanghai,5906b3197c459f24986dd003
22418834,"In Lhasa and in Tibet in general one can certainly sense the heavy and oppressive thumb of Beijing (same holds true in much of Xinjiang province) but travelers can still find much there that is distinctly Tibetan.  Definitely worth a visit, and the further you get from Lhasa the less you're affected by the harsh political realities.",stu freeman,35591703,brooklyn,5906b3197c459f24986dd003
22404300,"If you read the last paragraphs, I think you will see that this is not a romantic view of the city.  It is actually sad.  It is as if the state is trying to resurrect past values, and filter them to fit their ideal of what a Chinese citizen should be. It is a charade.",Nelly Bly,22864420,Arizona,5906b3197c459f24986dd003
22418843,"Citizen X:  I imagine there are depressed and dirty areas in Beijing as there are in NYC and Newark and lots of other metropolitan areas, but please specify where those areas are. I'd love to see them in order to experience both sides of the contemporary situation.   ",stu freeman,35591703,brooklyn,5906b3197c459f24986dd003
22403861,"For most of its history, the Chinese government stayed out of the religious life of the people. Now, religion is just one more thing to be manipulated to keep CCP in power. Not so different from present-day American government.",Dave from Auckland,9532031,Auckland,5906b3197c459f24986dd003
22418772,"@Gary: That's one of the consequences of living in a country whose constitution prescribes a separation of church and state.  In China, on the other hand, followers of Falun Gong can't worship even in private.  And the few Jews still living in Kaifeng (a ",stu freeman,35591703,brooklyn,5906b3197c459f24986dd003
22480304,"The Chinese government allows its people to worship any religion at any place as long as they are government sanctioned.  Nice of them, no?",Expat,68619958,London,5906b3197c459f24986dd003
22404962,"The desert is expanding to the west that is true – global warming if not controlled will approaching the end of 21st C. make all of China, India and other southern areas uninhabitable. But can not lay that one on the Chinese alone who seem to be aware of its implications.  Maybe the capital will be move to Siberia somewhere and D.C. to Vancouver.",wsmrer,48996245,chengbu,5906b3197c459f24986dd003
22418741,"@Janet Newton:  Have you actually been there?  Beijing is hardly congested with ""sewage and filth.""  If a policeman catches you throwing garbage on the street you're likely to do some hard jail-time. Do you similarly believe that New York is the world's m",stu freeman,35591703,brooklyn,5906b3197c459f24986dd003
22375408,"   Beijing as a microcosm of the Chinese universe, and for centuries its cosmological center, is a given by almost every author on the city, Chinese or foreign. Consider Wang Jun ""City Record,"" or Juliet Bredon's ""Peking."" The point that China had other, older capitals, is actually mentioned in the article, but isn't part of the article--it never said that Beijing is China's oldest capital.<br/>   The fact that Beijing was founded by Mongolians is irrelevant, as is the weather. What does matter is that it has been the capital of the place we now call China for almost all of the past 800 years. As for the south being more typical of where Chinese capitals were based, this is clearly wrong. Nanjing was a capital of China for a tiny amount of time (for one emperor at the start of the Ming and for a decade in the Republican era). The great historic capitals were overwhelmingly northern cities: Chang'an (Xi'an), Luoyang, Kaifeng, and, longest of all, Beijing. ",Peter,43943103,Boston,5906b3197c459f24986dd003
22373058,It IS polluted but not usually to the extent that would impair one's ability to enjoy a visit there.  I've been to Beijing about a half dozen times and never experienced the sort of atmospheric difficulty that some photos suggest is an everyday occurrence.  ,stu freeman,35591703,brooklyn,5906b3197c459f24986dd003
22392680,"Sorry. I have to emphatically disagree. Although Beijing has many nice days (and many bad days) pollution wise, it is very difficult to predict when air quality will be good or bad - making it difficult to plan a trip. In the 1980s, September and October were characterized by predictably beautiful weather so fall was the prime season to visit Beijing. Now, however, even September and October don't have predictably good air. One of the worst bouts of pollution I remember here in Beijing was a few years ago in late October. Spring is also not dependably good. Two days ago, the air quality index spiked to about 560 or so - far, far above what is acceptable by WHO standards. Summer tends to be fairly bad (muggy, polluted and still) and late fall and parts of winter are often polluted, too. Last December-January saw a stretch of 10 days or so of really bad pollution. In fact, bad air pollution is increasingly common from late October until the air gets really cold - around early to mid-January. So, yes, you can have a nice visit to Beijing if your roll of the dice turns out well. But it's also very possible that the 4-5 days you allot for your visit will be be during a stretch of terrible or merely bad pollution. Even if the pollution isn't hazardous, average air quality in Beijing isn't healthful.",Kathryn Minnick,59442351,Beijing,5906b3197c459f24986dd003
22400633,"I go to Beijing four times a year. One can have blue skies for a couple days, but usually the air is ""mildly polluted"" with an AQI of 150 or so (that would be 300 in the US or Europe). Pollution can be horrendous in the winter. Last November, I didn't go outside without my mask the whole three weeks I was there. You need to be healthy to visit Beijing too. We've brought over Americans as experts to talk to officials, and they've gotten sick even when the air quality is listed as ""good"". After nearly 40 trips to China, my immune system is strong, but I would not sugar coat the air pollution issue. It's real. It's improving, better than 2011, but still would be considered ""bad"" by most Westerners.",MethowSkier,18550257,"Winthrop, WA",5906b3197c459f24986dd003
22373325,"Excellent comment.  Some remnants of the wall do remain, along with a couple of impressive gates, but it's a shame that that most of it was torn down in the rush towards westernization.  I keep telling people to travel down to Nanjing whose city wall is still largely intact but that magnificent metropolis remains China's most mysteriously untouristed city.    ",stu freeman,35591703,brooklyn,5906b3197c459f24986dd003
22389992,"How lovely that someone else remembers the dumpling restaurant in the middle of the park, our favourite place as children (British diplomat parents posted to Beijing 81-83). As you ordered by number of dumplings (jiaodze?) which were then handmade to order, the challenge was to accurately estimate how many you could eat - and after underestimating a few times and wishing for more after the kitchen had closed, we resolved to really go for it and ordered 100! In our defence I think there may have been 8 at the table but it took so long to hand make them that by the time the steaming mountain arrived no one was remotely hungry anymore!! Back in the early eighties the myriad parks of Beijing were a delight for us - particularly fun in sub-zero winter temperatures when the ornamental lakes would freeze over and impromptu ice hockey games would appear, speed  skating enthusiasts determinedly circling a small pile of belongings (surprisingly no official control of ice thickness or access so you might find yourself hopping across floating crates to get to the thicker ice or indeed losing a puck through the dark patches). Best of all the Summer palace lake where you could skate to an island and where an intrepid US staffer (I think) would ply his windsurf-on-skates over the greater distances much to the local Chinese families bemusement.",Harriet Clark,78930451,UK,5906b3197c459f24986dd003
22336945,"Until recently, I did not understand the goals of Mao and his Cultural Revolution. I believed it was a raw power play. In fact, it was an effort to discard the heavy burden of the cultural past that impedes the improvement of the Chinese society. He obviously failed in its endeavour, resulting in Confucianism and numerous archaic cultural practices coming back with a vengeance. For example, women are less equal now than during the Maoist years. Parents of the groom need to pay for an apartment, and possibly for a car before the parents of the bride accept the marriage proposal. I am not a defender of Mao, but he tried to get rid of the burden of history. If China is not careful in addressing this situation, the West will remain the implicit role model of the Chinese. Just look at the advertising in China where the vast majority of models are westerners. ",J Pierre Brunet,79031067,Shanghai,5906b3197c459f24986dd003
22338399,"You definitely raised great points here. ""Whitewashing"" in Hollywood, fashion, and every cultural aspects, are simply the legacy of post-colonial world. China is the victim of this, where people can easily get decent wage just by ""Being White"" or ""speaking English"". But is it the same thing in Japan, Thailand, and a lot of countries that were suffered back in colonial period.<br/>Westerns or I would say ""White people"" made the rules of everything we have these days, for the developing countries, there's not much power to resist.<br/>My personal thought here (Which I assume I don't represent vast majority of Chinese). I am being critical to my own culture, as much I criticize Western cultural imperialism. Politically, in countries like Turkey, China, Russia where authoritarian rules are heavy. ""Picking up old tradition"" often means politicians are ready to take conservative path.",Kang Ni,68235756,Jerusalem,5906b3197c459f24986dd003
22339132,"This nostalgia for events -- the Cultural Revolution -- that you did personally suffer through is sad.  Sad most of all because of the deaths, and years of the lives of many wasted, brought about in that violent era by Mao's unwillingness to admit his mistakes (such as the horrendous Great Leap Forward famine) and share more power with more pragmatic colleagues such as Liu Shaoqi and Deng Xiaoping.",Observer1,54703561,California,5906b3197c459f24986dd003
22335501,"It is so sad what has become of the United States. A country that used to create, innovate and manufacture now just gives it all all way to CEOs and to the grifters in the White House. Every time I travel I am reminded of how low we have sunk. Taxes pay for civilization and technology. There is no reason, except fraud, hubris and seriously screwed up priorities that things are like this. Wish I could be one of those happy Fox News people living in my clueless bubble (oh wait, they are terrified of all the black and brown criminals lurking in the dark). Oh well! I'll just hop on the train and hope to get back to BK in an hour.",C,70944699,Brooklyn,5906b3297c459f24986dd004
22337560,"I am not sure if anyone is aware but the signal portion of all nyct work is never outsourced, it is done all in-house.  The problem with this is that new technology never takes off.  Older technology stays because the maintenance staff is familiar with it and it guarantees overtime. Also, the newer signal  equipment needs less people to operate.   This does not excite the unions. A sad state of affairs indeed.",CT Mom,76650742,Connecticut,5906b3297c459f24986dd004
22338666,"I have to say, as someone who previously lived in Brooklyn and has now lived in London for over a decade, I find the claims that Londoners ""like"" the Tube and that the MTA is dirty baffling.  The Tube is the most unsanitary public transport system I have ridden, due to the fact that seats are covered in fabric, appear never to be replaced, and the system hosting active drinkers who often cannot control their bodily functions.<br/>Add to that the absence of air conditioning on nearly all lines, save a few that operate overground or at shallow levels, and with temperatures rising to 50 degrees celsius, the system is revolting.  The solution of TfL: carry water and please do not signal an emergency if you become ill. Unlike major stations of the MTA, there aren't even fans to move the boiling air around the stations. <br/><br/>As for the signs detailing arrival, these are great until your ""minor delays"" become ""severe delays"" after 20 minutes of waiting.  <br/><br/>I continue to use the Tube and other parts of TfL, but like most Londoners, bitterly and grudgingly.  ",Chandra,50084775,London,5906b3297c459f24986dd004
22337803,"America,I think is sad to say is fast becoming a third world county.  And the Trumpet is not the guy to make it great again.  Hit the road , Donald.",Blew beard,36493976,Houston TX,5906b3297c459f24986dd004
22338430,LOL! Its midnight. My number 1 uptown just turned into a downtown train. The train is reversing back to 125th Street.  Signal failure on the #1 line. ,John K,52122371,NYC,5906b3297c459f24986dd004
22338000,"Kevin Hagen's photographs are worth a thousand words! Wow, the antiquity of this equipment is staggering.",Margaret C.K.,53289690,"Southold, NY",5906b3297c459f24986dd004
22336999,"Honestly, this vintage analog equipment is probably far more reliable than anything built today. They'll ""upgrade"" this stuff at a cost of millions (billions?) and it will be broken and obsolete before they are done with the job.",Daphne,69739789,East Coast,5906b3297c459f24986dd004
22336592,"They are NOT doing it right!  They are trying to mimic the old system and coordinate the new with the old.<br/><br/>The need a transponder every 500 feet to know where the train is?  Have they never heard of GPS?<br/><br/>I absolutely guarantee you if they sent out an Request For Proposal to modern electronics companies to supply a system to equip the entire subway system with a system to let them know, at minimum: 1.  Where each car is at any time within a few feet, 2.  its position in a train, 3.  If the train was moving or stationary, 4.  Speed.  With this information software could properly manage the system.  I further guarantee that this could be done within a few months for probably less than half the cost of their ""modernized? system, which is presumably only slightly better than what they started with.", ronbj99 ,9912265,"Santa Clara, CA",5906b3297c459f24986dd004
22336689,"As with most of our country's out-dated and often dilapidated infrastructure, this problem is the result of setting the wrong prorities over a very long period of time. And setting those priorities were conscious choices made by those in public office at all levels. It was not accidential - deliberate choices were made against spending on needed projects such as this.<br/><br/>That's why so many of our airports, tunnels, bridges, rail service, the power grid (the list goes on and on) are all in pretty much bad shape. ",Anthony N,55922401,NY,5906b3297c459f24986dd004
22335965,Great pix! Now I dont feel so bad with Toronto's pace at upgrading.,Scott D,28661358,Toronto,5906b3297c459f24986dd004
22335680,"Yes, our subways and railways need their signals to be upgraded - most of these signals haven't been changed since I first rode the subways from Flushing to my mother's mom and dad's on 22nd street and 5th avenue in Brooklyn almost 75 years ago.  However, having spent a good part of my adult working life in a few other countries, including Japan and, especially, China, I think the bed the trains ride on is at least as important for comfort, speed, and safety as the signals.<br/><br/>I became aware in the late 1900's and early 2000's that the Chinese and Japanese were getting rid of the old steel rails on wooden ties system that's been used here and there since the middle 1800s and replacing the wooden ties (what the rails are attached to) with much heavier reinforced concrete ones.  I noticed that the ride on some sections of the railroads in China were MUCH smoother than others, and I asked one of the train masters (at least one on each train).  She said to look at the rails.  I said I didn't know what to look for.  She asked me, ""Do you see any movement of the rails?"" I said ""No"".  She said that the less movement of the rails, the smoother and safer the ride.<br/><br/>We do need new signals, but we also need a stronger and heavier rail and tie system.  If you're riding at night on a train with reinforced concrete ties sometimes you don't know whether the train is moving or not.",mikeoshea,20460871,New York City,5906b3297c459f24986dd004
22335642,"And why hesitate to invest a few billion $$$?  This is a worthwhile cause!  Have you ever noticed how any time there is a discussion about funding a rail-related infrastructure project, people talk about fare-box recovery, return on investment, concerns that the rail agency in question (in this case, NY-MTA) is operating in the red, etc. --- but no one ever mentions such issues when discussing highway and street infrastructure? Why should our auto roads be considered a ""free"" public utility while our metro and intercity trains and railroads are held to tight financial standards?  When is the last time someone measured the ROI of the Cross Bronx Expwy, I-95, the Belt Pkwy, etc.?  They and other highways around the country routinely receive gobs of capital dollars.   But rail...  that's another story (yet shouldn't be).",Flying Lizard,52521948,Marin County,5906b3297c459f24986dd004
22335182,"How does New York - self-prolaimed ""Capital of the World"" find itself in a situation where signals won't be fully modernized until 2045 or beyond? So many nations which are not as affluent have managed to build and expand subway system, light rail and bus rapid transit while we limp along.<br/><br/>Rather than grant tax abatements towards largely empty ""supertall"" condos, perhaps assessing the full tax rate would create a revenue stream. Perhaps require commercial and residential developers to contribute towards the infrastructure they will affect. It may seem a deterrent, but for now people want to be in New York enough to make this approach feasible.",Shaun,47509152,Passaic NJ,5906b3297c459f24986dd004
22335042,Has Donald Trump ever ridden the New York subway?,Lan Sluder,68666922,"Asheville, NC",5906b3297c459f24986dd004
22334915,While tax dollars are spent defending illegal immigrants who don't pay taxes.,M.,7529267,"Seattle, WA",5906b3297c459f24986dd004
22334681,"This leadoff photo of a control room looks like an outtake from the 1974 movie ""The Taking of Pelham 123"" (the original film, not the remake). The only elements missing are Walter Matthau and Jerry Stiller.",NMK,23356403,"Ridgewood, NY",5906b3297c459f24986dd004
22335134,"Shanghai has a magnificent underground system, as do many other large cities. Add to that regular and high speed trains networked North, South, East And West, over the whole country,--limited access highways and fine air service, as well.<br/>This is how the Communists oppress their people.",slack,25015462,The Hall of Great  Achievement,5906b3297c459f24986dd004
22334502,"Far more important to spend taxes on new ways to kill people (""defense"") than improve people's lives.   Insanity...",Hmmm,66530575,Seattle,5906b3297c459f24986dd004
22334873,"The article betrays a philosophy prevalent at the Times that the cure for most any ill is to throw other people's money at it. The current signal system has been badly maintained and is causing delays, but the fix does not need to be a billion $$ CBTC install, which will be botched so as not to improve service too much or enable ZPTO (fully automatic trains, like the Airtrain), or even OPTO - one person operation. <br/><br/>What the Times cleverly leaves out is that NYCT ran more trains at closer intervals and higher speeds a half century ago, with far inferior equipment, over bolted track. Today's subway cars can accelerate faster and they run on heavier, welded rails, and so should run faster, not slower, and more frequently not less.<br/>The difference is primarily the quality of staff and management.  Today's dispatchers and operators could not duplicate the operations of 50 years ago. ",whoandwhat,68915151,where,5906b3297c459f24986dd004
22334750,So all the New Orleans Levee Inspectors work at MTA now?,The Sceptic,77393259,USA,5906b3297c459f24986dd004
22334655,I think that the subways are crowed cause of price and the grafity in there<br/><br/>Shout out to Gavin Brazil<br/><br/>your fan Bill,Bill rebill,80307169,Reno nevada,5906b3297c459f24986dd004
22334670,"The taking of Pelham $1 Billion, $2 Billion, $3 Billion.",latweek,72750247,"no, thanks!",5906b3297c459f24986dd004
22335049,"The basic structure of the current signalling system is very robust.  I think it's a mistake to toss it out in favor of an entirely new system.  The components, all of which were developed before there were any form of electronic controls, and which are subject to mechanical failure, can be upgraded at a fraction of the cost of an entirely new system.  In many cases, modern controls would cost a fraction of the replacement parts that need to be warehoused now by Maintenance of Way.  The electromechanical timing relays that work the lights and trippers can be easily replaced with more reliable devices.  As can the control panels in the towers.  But the existing segment sensors, rail switches, brake trippers and signal lights (which can be updated to LEDs gradually) would be just fine as parts of an updated system.  Even better, this kind of upgrade would not be disruptive to traffic.  Also remember, that a distributed control system like our current vintage one doesn't lend itself to remote hacking.  Let's not lose that particular robust quality.",Flint,61302,"Brooklyn, NY",5906b3297c459f24986dd004
22334443,"The NYC Subway has been a political football between Albany and City Hall for as long as I can remember.   As long as NY State controls the MTA's purse strings, the Subway will be in a perpetual state of 1975.  Albany leadership also knows that city residents will won't vote them out solely on the issue of a failed transportation system.  NYC needs to take charge of its destiny by taking over the leadership of the MTA and ending the politicization of NYC's infrastructure.  ",D Brandwein,80306893,"Irvington, NY",5906b3297c459f24986dd004
22334547,"I guess we can expect this kind of thing - a failure to maintain and modernize one of the world's most important transit systems - but really, it shouldn't have happened. Too many people played politics with funding for decades instead of recognizing the crown jewel of the American economy for what it is and its vital importance to the rest of the country, not just to New Yorkers. <br/><br/>It's the same with all of our aging, deteriorating infrastructure - and to see how Congress and presidents behave beyond their campaign rhetoric, it's clear that they don't take their responsibilities seriously and don't understand how crucial modern, efficient, well-maintained transportation systems are for the national economy - and that means for the individual lives and livelihoods of hundreds of millions of people. <br/><br/>These politicians with their short-sighted thinking remind me of activist investors on Wall Street - short-term profits rule, and for the long-term, well, just kick that can on down the road. <br/><br/>And so here we stand, stupefied, as that can clobbers us on the head.",William LeGro,37284393,Los Angeles,5906b3297c459f24986dd004
22334602,"Boston is experiencing the same issues with the ""T"".  New lines are needed and most stations and tracks need an upgrade. I look at all the big multi-nationals being wooed into Boston by our Governor and Mayor. I see all the people streaming into the city to work at these companies. But if people can't afford to live in the city and they can't get into the city from the outer towns and burbs, then what happens! There is never any money for improvements-we keep giving tax cuts to the corporations to get them to come here-re-General Electric, et al.  I say those companies have a responsibility to improve the transportation in the cities where they roost or else let them take the responsibility to get their own employees into and out of the city for work.",BostonMaDee,66937189,Mass,5906b3297c459f24986dd004
