5907f7667c459f24986dd2b3,1043,"‘Better Call Saul’ Season 3, Episode 4 Recap: Chicken vs. Ice Cream",Culture,2017-2-5 3:05:00,Add another delightfully villainous “Breaking Bad” character to the growing list whose back stories we’re discovering.,https://www.nytimes.com/2017/05/01/arts/television/better-call-saul-recap-sabrosito.html
590820e57c459f24986dd2ef,83,100 Days,Learning,2017-2-5 6:02:00,What do you think this image is saying? How does it relate to and comment on what is happening in the news right now? What is your opinion of its message?,https://www.nytimes.com/2017/05/02/learning/100-days.html
59082e8f7c459f24986dd30a,1168,"White on the Field, Blue in the Stands",Sports,2017-2-5 7:00:00,"A Times reporter and his sons got an education in soccer, and swearing, in visits to Tottenham’s White Hart Lane.",https://www.nytimes.com/2017/05/02/sports/soccer/soccer-fans-tottenham-cursing.html
590833697c459f24986dd317,1006,America’s Political Disunion,OpEd,2017-2-5 7:21:00,We’re losing a shared consensus of who we are to diverging political narratives.,https://www.nytimes.com/2017/05/02/opinion/the-collapse-of-american-identity.html
5908336e7c459f24986dd31a,754,School Choice  Works While  Vouchers Don’t,OpEd,2017-2-5 7:21:00,"Charters and vouchers, often lumped together, are very different.",https://www.nytimes.com/2017/05/02/opinion/school-vouchers-charters-betsy-devos.html
5908336e7c459f24986dd318,1375,The Great Vietnam War Novel Was Not Written by an American,OpEd,2017-2-5 7:21:00,Literature about the war and its aftermath by Vietnamese and Vietnamese-Americans is plentiful and good. Too few Americans read it.,https://www.nytimes.com/2017/05/02/opinion/vietnam-war-novel-was-not-written-by-an-american.html
59083d287c459f24986dd332,1017,Unknown,Unknown,2017-2-5 8:00:00,"Four decades ago, Jamel Shabazz set out to photograph black and Latino young people in New York City and explore the uplifting power of style, fashion, music and culture.",https://lens.blogs.nytimes.com/2017/05/02/jamel-shabazzs-40-years-of-sights-and-styles-in-new-york/
5908438f7c459f24986dd344,335,"Questions for: ‘Young, Idealistic but Determined, Slovaks Lead Anticorruption Crusade’",Learning,2017-2-5 8:30:00,How did two Slovakian high schoolers start a movement against political corruption?,https://www.nytimes.com/2017/05/02/learning/questions-for-young-idealistic-but-determined-slovaks-lead-anticorruption-crusade.html
59084a9b7c459f24986dd356,568,"What Do You Gain From Pursuing Something You Do Really, Really Badly?",Learning,2017-2-5 9:00:00,What are the hidden benefits of spending time doing something you will never do well?,https://www.nytimes.com/2017/05/02/learning/what-do-you-gain-from-pursuing-something-you-do-really-really-badly.html
59084a9a7c459f24986dd355,997,The Superfood Effect,Magazine,2017-2-5 9:00:00,"Like quinoa before it, açaí has become a craze among health-conscious Americans — creating a bonanza in the regions where it’s grown.",https://www.nytimes.com/2017/05/02/magazine/the-superfood-gold-rush.html
59084aa07c459f24986dd357,6985,The Expansionists,Magazine,2017-2-5 9:00:00,"The rising superpower has built up enormous holdings in poor, resource-rich African countries — but its business partners there aren’t always thrilled.",https://www.nytimes.com/2017/05/02/magazine/is-china-the-worlds-new-colonial-power.html
59084ab67c459f24986dd35c,1461,Battle Lines Outside the Door of the Last Abortion Clinic in Kentucky,National,2017-2-5 9:00:00,"Under a governor who calls himself “unapologetically pro-life,” Kentucky is pushing hard to close its last abortion provider.",https://www.nytimes.com/2017/05/02/us/kentucky-abortion-clinic.html
59084ab67c459f24986dd35d,1332,Navigating A City Forest: 280 Miles Of Scaffolding,Metro,2017-2-5 9:00:00,"The city has taken inventory of more than 7,700 steel-and-wood structures that are intended to ensure public safety, but often become lingering nuisances.",https://www.nytimes.com/2017/05/02/nyregion/new-york-has-280-miles-of-scaffolding-and-a-map-to-navigate-it.html
59084ab67c459f24986dd35b,1932,‘Great Comet’ Shines Bright,Culture,2017-2-5 9:00:00,"“Natasha, Pierre & the Great Comet of 1812” is among four diverse shows that will vie for best new musical. Bette Midler is the front-runner for her role in “Hello, Dolly!”",https://www.nytimes.com/2017/05/02/theater/tony-awards-nominations.html
59084b177c459f24986dd360,756,"A Fantastic, Fantastical Book for the New, Cool Woman in My Life",BookReview,2017-2-5 9:02:00,"Reader, rejoice: People are still wooing each other with books. Our columnist suggests titles to impress a love interest whose tastes run to fantasy.",https://www.nytimes.com/2017/05/02/books/review/match-book-contemporary-fiction-fantasy.html
59084d4c7c459f24986dd363,837,Uncertainty bordering on dismay,OpEd,2017-2-5 9:11:00,An unprecedented and dangerous assault on America’s national conscience.,https://www.nytimes.com/2017/05/02/opinion/trumps-valueless-foreign-policy.html
590851b77c459f24986dd36f,737,How Marching for Science Risks Politicizing It,Upshot,2017-2-5 9:30:00,"If science begins to be seen as a “liberal” pursuit, one researcher said, it risks losing public favor.",https://www.nytimes.com/2017/05/02/upshot/how-marching-for-science-risks-politicizing-it.html
5908589b7c459f24986dd37d,1039,New York Today: Feedback on the Ferry,Metro,2017-2-5 9:59:00,"Tuesday: A boat ride to work, 280 miles of scaffolding, and the opening of the Empire State Building.",https://www.nytimes.com/2017/05/02/nyregion/new-york-today-feedback-on-the-ferry.html
590858bf7c459f24986dd37e,1024,The Phones We Love Too Much,Well,2017-2-5 10:00:00,"If you had to make a choice, would you choose your phone or your partner? Don’t answer that.",https://www.nytimes.com/2017/05/02/well/mind/the-phones-we-love-too-much.html
590866ba7c459f24986dd3a1,1033,When the Prize Money Goes to the Least Likely,Well,2017-2-5 11:00:00,Bobby Crim has turned a star-studded race into one that now caters to the people of his hometown.,https://www.nytimes.com/2017/05/02/well/move/when-the-prize-money-goes-to-the-least-likely.html
5908714b7c459f24986dd3bd,2599,Did Tabloids Cause ‘Brexit’? It’s Covered With Inky Fingerprints,Foreign,2017-2-5 11:45:00,"Despite their falling circulations and tarnished reputations, tabloids maintain a striking grip on power as Britain prepares to cut ties with the European Union.",https://www.nytimes.com/2017/05/02/world/europe/london-tabloids-brexit.html
59088fdc7c459f24986dd418,1432,"Trump, in Wake of Deal to Avoid a Shutdown Now, Calls for One Later",National,2017-2-5 13:55:00,"In two Twitter posts, the president appeared to defend a spending package that Congress is considering that fails to accomplish many of his goals.",https://www.nytimes.com/2017/05/02/us/politics/good-shutdown-congress-trump.html
5908a21b7c459f24986dd45c,1263,Trump and Putin  Agree to Pursue  Syria Cease-Fire,Foreign,2017-2-5 15:13:00,"In their first conversation since last month’s rupture over Syria, President Trump said he would send a representative to Russian-sponsored talks.",https://www.nytimes.com/2017/05/02/world/europe/trump-putin-syria.html
5908ab477c459f24986dd475,1568,G.O.P. Scrambles As Crucial Voice Shuns Care Bill,National,2017-2-5 15:52:00,Representative Fred Upton of Michigan said he wants more money to protect people with pre-existing medical conditions endangered by the latest health care repeal bill.,https://www.nytimes.com/2017/05/02/us/politics/health-care-paul-ryan-fred-upton-congress.html
5908ad0b7c459f24986dd47b,447,A One-Day Crossword Internship,Games,2017-2-5 16:00:00,"Chloe Rosenfeld, a high school senior from the Bronx, N.Y., reports on her day learning the ropes from Will Shortz and Joel Fagliano.",https://www.nytimes.com/2017/05/02/crosswords/a-one-day-crossword-internship-shortz.html
5908b0337c459f24986dd487,1132,A Vegetable Patch of His Own,Dining,2017-2-5 16:13:00,"Dan Kluger’s new restaurant in Greenwich Village leans heavily on grains and seasonal produce, evoking his work at ABC Kitchen.",https://www.nytimes.com/2017/05/02/dining/loring-place-review-greenwich-village.html
5908bf397c459f24986dd4ba,2457,When Flamethrowers Like Ann Coulter Come to Campus,Automobiles,2017-2-5 17:17:00,Six students weigh in.,https://www.nytimes.com/2017/05/02/opinion/a-controversial-speaker-comes-to-campus-what-do-you-do.html
5908ce2f7c459f24986dd4e5,2076,Chef at a Crossroads,Dining,2017-2-5 18:21:00,"At 61, with big projects nearing completion on both coasts, the influential founder of the French Laundry contemplates his next chapter.",https://www.nytimes.com/2017/05/02/dining/thomas-keller-chef-profile.html
5908d31d7c459f24986dd4f4,943,Clinton Attacks Trump as Struggling and Unprepared,National,2017-2-5 18:42:00,"Hillary Clinton sharply questioned President Trump’s conduct in office, criticizing his foreign policy pronouncements and penchant for posting on Twitter.",https://www.nytimes.com/2017/05/02/us/clinton-trump-interview.html
5908d52e7c459f24986dd4f8,1196,Stopping the lone wolves,OpEd,2017-2-5 18:51:00,Terrorism has outmaneuvered law enforcement. But the government can do more than fight with raw power.,https://www.nytimes.com/2017/05/02/opinion/australia-lone-wolf-terrorists-waleed-aly.html
5908d8227c459f24986dd504,738,"The Rise of the $38 Pizza, Exclusive and Elusive",Dining,2017-2-5 19:03:00,"You’ve heard of the $1 slice? This is another kind of New York pizza, from a Sutton Place shop that has started selling tickets for the experience.",https://www.nytimes.com/2017/05/02/dining/pizza-expensive-sofia-shoppe-nyc.html
5908dc8e7c459f24986dd51c,1280,"‘The Handmaid’s Tale’ Season 1, Episode 3: Gender Treachery",Culture,2017-2-5 19:22:00,This is the strongest episode of “The Handmaid’s Tale” yet but it’s held back from greatness by a near-fatal flaw.,https://www.nytimes.com/2017/05/02/arts/television/the-handmaids-tale-episode-3-recap.html
5908e1e17c459f24986dd52f,492,First Night in America,OpEd,2017-2-5 19:45:00,Refugees from around the world spend their first night in the U.S. at an airport hotel.,https://www.nytimes.com/2017/05/02/opinion/hotel-usa-refugee-op-doc.html
5908e5827c459f24986dd538,437,"A Search for Dad, Along With Nessie",Culture,2017-2-5 19:59:00,"In this collaborative work by the company Bucket Club, a sighting of the mythical monster forces an evolutionary biologist to confront her unhappy past.",https://www.nytimes.com/2017/05/02/theater/review-a-search-for-dad-and-the-loch-ness-monster-in-fossils.html
5908e7f07c459f24986dd53f,971,French Toast  Worth Staying At Home For,Dining,2017-2-5 20:11:00,"You don’t have to wait in line in the rain. A rich, fluffy version with a lacy, crisp crust is right at hand.",https://www.nytimes.com/2017/05/02/dining/french-toast-recipe-video.html
5908ea5d7c459f24986dd54a,999,How to Say ‘New Life’ in German,Insider,2017-2-5 20:21:00,"For almost a year, Times reporters followed the process of refugee integration in Weimar, home to both Goethe and Buchenwald.",https://www.nytimes.com/2017/05/02/insider/what-makes-good-neighbors-in-one-german-city-it-might-not-be-the-fences.html
59091d8e7c459f24986dd5bb,86,Making Change at the Bank,Metro,2017-3-5 0:00:00,"Sometimes, the line for the teller just takes too long.",https://www.nytimes.com/2017/05/02/nyregion/metropolitan-diary-making-change-at-the-bank.html
59091de37c459f24986dd5bf,970,An Industry in Reverse,Business,2017-3-5 0:01:00,"A fourth straight monthly sales decline, at a rate exceeding forecasts, put a dent in automakers’ shares. “The market is tapped out,” a dealer said.",https://www.nytimes.com/2017/05/02/business/auto-sales-decline.html
590939bd7c459f24986dd5de,415,A High Bar to Reach,Games,2017-3-5 2:00:00,Alan Arbesfeld makes an interesting point.,https://www.nytimes.com/2017/05/02/crosswords/a-high-bar-to-reach.html
590948037c459f24986dd5eb,1138,"‘The Americans’ Season 5, Episode 9 Recap: Tuan on the Bus",Culture,2017-3-5 3:01:00,"A lot of agita, but still not a lot of action on this week’s episode.",https://www.nytimes.com/2017/05/02/arts/television/the-americans-ihop-recap.html
590955e27c459f24986dd5f9,1053,A Flashier Cricket Faces the Specter of Doping,Sports,2017-3-5 4:00:00,The suspensions of two star players have raised concerns that Twenty20 may be bringing the threat of doping along with its explosion of cash.,https://www.nytimes.com/2017/05/03/sports/cricket/specter-of-doping-accompanies-a-flashier-form-of-cricket.html
590984b07c459f24986dd65e,1008,"My Medicaid, My Life",OpEd,2017-3-5 7:20:00,It is more than a health care program. It is a life-giving one. And I am proof.,https://www.nytimes.com/2017/05/03/opinion/my-medicaid-my-life.html
590984e77c459f24986dd65f,593,The State Department Deserves Better,Editorial,2017-3-5 7:21:00,One of the agencies most responsible for managing the chaos needs to have a stable senior staff.,https://www.nytimes.com/2017/05/03/opinion/the-state-department-deserves-better.html
590984e97c459f24986dd660,881,"Trump: Crazy Like a Fox,  Or Just Crazy?",OpEd,2017-3-5 7:21:00,The president’s remarks about his first 100 days have been simply bizarre.,https://www.nytimes.com/2017/05/03/opinion/trump-crazy-like-a-fox-or-just-crazy.html
590984ea7c459f24986dd662,1593,The European Crisis,OpEd,2017-3-5 7:21:00,Why the Continent’s populists have stronger grievances than ours.,https://www.nytimes.com/2017/05/03/opinion/european-populist-marine-le-pen.html
59098ee57c459f24986dd67d,519,Unknown,Unknown,2017-3-5 8:00:00,"Marcia Bricker Halperin&#8217;s photos of New York&#8217;s long-gone cafeterias show their graceful architecture, moody lighting and the characters who frequented them.",https://lens.blogs.nytimes.com/2017/05/03/in-new-yorks-automats-a-cup-of-coffee-and-community/
590995197c459f24986dd691,363,Questions for: ‘Shaming Children So Parents Will Pay the School Lunch Bill’,Learning,2017-3-5 8:30:00,"Should school meals be offered free to all children, regardless of income?",https://www.nytimes.com/2017/05/03/learning/questions-for-shaming-children-so-parents-will-pay-the-school-lunch-bill.html
59099c197c459f24986dd6a5,959,The Hookup,Magazine,2017-3-5 9:00:00,Services like Wish — through which American consumers can mainline goods directly from the manufacturing chaos of China — are harbingers of the end of retail as we know it.,https://www.nytimes.com/2017/05/03/magazine/the-online-marketplace-thats-a-portal-to-the-future-of-capitalism.html
59099c1f7c459f24986dd6a8,671,"Is ‘13 Reasons Why’ Raising Awareness About Teenage Suicide, or Glamorizing It?",Learning,2017-3-5 9:00:00,How would you help a friend who had suicidal thoughts?,https://www.nytimes.com/2017/05/03/learning/is-13-reasons-why-raising-awareness-about-teenage-suicide-or-glamorizing-it.html
59099c1e7c459f24986dd6a6,4674,The Caregivers,Magazine,2017-3-5 9:00:00,"To support their families back home, women from the Philippines have found work and a new way of life in Israel. But at what price?",https://www.nytimes.com/2017/05/03/magazine/israels-invisible-filipino-work-force.html
59099c297c459f24986dd6ab,1480,Bret Stephens Takes On Climate Change. Readers Unleash Their Fury.,Editorial,2017-3-5 9:00:00,The New York Times’s new Op-Ed writer drew a strong reaction when he questioned the data on climate science in his first column. Now what?,https://www.nytimes.com/2017/05/03/public-editor/bret-stephens-climate-change-liz-spayd-public-editor.html
59099c297c459f24986dd6ac,1331,Comey Stands By F.B.I.’s Disclosure That Jolted Race,National,2017-3-5 9:00:00,The F.B.I. director spoke publicly for the first time about his decisions about the Hillary Clinton email inquiry in the days before the election.,https://www.nytimes.com/2017/05/03/us/politics/james-comey-fbi-senate-hearing.html
59099c2f7c459f24986dd6b0,1556,Assembly Required,Magazine,2017-3-5 9:00:00,A confluence of political and economic forces has prompted Europe’s largest airplane manufacturer to place a factory in Alabama — and to create one of the world’s most gargantuan supply chains.,https://www.nytimes.com/2017/05/03/magazine/a-look-inside-airbuss-epic-assembly-line.html
59099e5a7c459f24986dd6bd,1064,Can Labour return from the brink?,OpEd,2017-3-5 9:09:00,"As dire as the party’s electoral rout in 1983 was, there was a clear path to recovery. Now, not so much.",https://www.nytimes.com/2017/05/03/opinion/roy-hattersley-britain-election-labour-party-jeremy-corbyn.html
5909a33a7c459f24986dd6c9,1664,Hamilton’s Caribbean Island,Travel,2017-3-5 9:30:00,"Though he left as a teenager, and never returned, his tragic childhood on St. Croix informed his entire life.",https://www.nytimes.com/2017/05/03/travel/st-croix-virgin-islands-alexander-hamilton.html
5909aa2d7c459f24986dd6dd,275,How to Be Mindful at the Doctor’s Office,Well,2017-3-5 10:00:00,Have a better experience at your next doctor’s appointment by being more mindful.,https://www.nytimes.com/2017/05/03/well/mind/how-to-be-mindful-at-the-doctors-office.html
5909aa2c7c459f24986dd6dc,919,Child’s Play Is Good for All of Us,Well,2017-3-5 10:00:00,"If all sedentary children started exercising every day, the United States could save $120 billion a year, a study found.",https://www.nytimes.com/2017/05/03/well/move/childs-play-is-good-for-all-of-us.html
5909ab9e7c459f24986dd6e5,1278,New York Today: Past Presidential Visits,Metro,2017-3-5 10:06:00,"Wednesday: When the president came to New York, Tony Awards nominations, and Brooklyn’s Green-Wood Cemetery.",https://www.nytimes.com/2017/05/03/nyregion/new-york-today-past-presidential-visits.html
5909c65d7c459f24986dd727,216,"Tell Us: What Commercials Do You Love, Hate, or Love to Hate?",Business,2017-3-5 12:00:00,"We want to explore which commercials push our readers’ buttons, and then ask the people who created the ads just what they had in mind.",https://www.nytimes.com/2017/05/03/business/media/tell-us-what-commercials-do-you-love-hate-or-love-to-hate.html
5909e69a7c459f24986dd78f,939,How to Prepare for an Automated Future: Learn How to Learn,Upshot,2017-3-5 14:17:00,A third of respondents who work in education and technology said new schooling would not emerge in time to train workers for jobs of the future.,https://www.nytimes.com/2017/05/03/upshot/how-to-prepare-for-an-automated-future.html
5909efa87c459f24986dd7b9,1292,G.O.P. Leader Says Revised Care Bill Has Votes to Pass,National,2017-3-5 14:56:00,"A vote was scheduled for Thursday, and the majority leader sounded confident about its chances, as critics called the added funding inadequate.",https://www.nytimes.com/2017/05/03/us/politics/gop-eyes-8-billion-addition-to-win-a-crucial-vote-to-the-latest-health-bill.html
5909ff047c459f24986dd7f9,234,Dieting: No Magic in Fasting,Science,2017-3-5 16:02:00,"Alternate-day fasting has gained some popularity as a weight-loss technique, but it works no better than ordinary calorie restriction.",https://www.nytimes.com/2017/05/03/well/eat/fasting-offers-no-special-weight-loss-benefits.html
5909ff417c459f24986dd7fa,220,Nutrition: Fruit and Diabetes Risk,Science,2017-3-5 16:02:00,"A large study has found that eating fresh fruit reduces the risk for developing diabetes, and the risk for its complications.",https://www.nytimes.com/2017/05/03/well/eat/fruit-may-have-benefits-for-diabetes.html
590a26dd7c459f24986dd886,908,An immoral preference for Christian refugees,OpEd,2017-3-5 18:52:00,Selecting refugees based on their spiritual beliefs is a form of state-approved prejudice.,https://www.nytimes.com/2017/05/03/opinion/australias-immoral-preference-for-christian-refugees.html
590a2dc37c459f24986dd8a7,1042,Anger Takes Center Stage As French Rivals Debate,Foreign,2017-3-5 19:21:00,The country’s only presidential debate was more like an angry American-style television shoutfest than the reasoned discussion the French are used to.,https://www.nytimes.com/2017/05/03/world/europe/marine-le-pen-emmanuel-macron-france-presidential-debate.html
590a43137c459f24986dd8ef,461,Nervous Rich People on a Not-So-Lazy Saturday,Culture,2017-3-5 20:52:00,"This revival of J. B. Priestley’s 1932 comedy depicts a busy Saturday in the life of a harried, financially imperiled aristocrat.",https://www.nytimes.com/2017/05/03/theater/the-roundabout-review.html
590a4e5b7c459f24986dd90b,678,James Comey Is ‘Mildly Nauseous’ About the Election. It’s Not Enough.,OpEd,2017-3-5 21:40:00,The director of the F.B.I. just took understatement to a whole new level.,https://www.nytimes.com/2017/05/03/opinion/james-comey-fbi-mildly-nauseous.html
