approveDate,commentBody,commentID,commentSequence,createDate,depth,editorsSelection,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,inReplyTo,articleID,sectionName,newDesk
1493926091,"I sought out the Altar of the Sun when I was last in Beijing in December 2015.  Unhappily, I found the shrine completely surrounded by a wooden fence whose locked gate made it difficult to photograph and impossible to approach.  Perhaps there are times when the gate is unlocked but I was unable to find anyone in the area who might have known.  On the other hand, I'd certainly recommend a visit to the nearby Dongyue Temple and, even more so, to the magnificent pagoda at Tianning Temple some distance away. The latter is by far and away the most impressive pagoda in Beijing but few foreign travelers seem to know that it exists.   ",22372965,22372965,1493926044,1,FALSE,0,,22372965,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,7,,0,,0,approved,1,1,1493926097,stu freeman,35591703,brooklyn,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493818913,"Beijing as a ""sacred center of China’s spiritual universe""? Let's not get carried away... The city was founded - not that long ago, certainly by Chinese history's standards - by nomadic non-Han people, mostly Manchus and Mongols, up in the northern grasslands and plateaus where 'they' (Manchus, Mongols) felt at home. It represents quite a stark departure - in location, vegetation and climate - from the long and ancient Chinese tradition of setting up the capital cities in the much more congenial South (e.g. Nanjing). <br/><br/>The weather alone says it all: Every September, local residents will remark cheerfully that ""Tianqi bu leng, ye bu re -- hen shufu!"" (""The weather is neither cold nor hot -- it feels really comfortable!""). Needless to say, this ""comfortable"" period lasts about two weeks. The rest of the year is all about oppressive heat and humidity or freezing but dry cold, with the occasional sand- and dust-storm (coming from the Gobi desert just to the north) thrown in for good measure. ",22351332,22351332,1493806950,1,FALSE,0,,22351332,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,,1,,0,approved,1,0,1493818915,Martin Kralik,80329200,"Kuala Lumpur, Malaysia",,,0,5906b3197c459f24986dd003,Unknown,Travel
1493818881,"Nice article that my father, who grew up in Beijing during the teens through 30's, would have enjoyed.  I spent four years living in Shanghai from 2005-2009, birthplace of my mother and where the family house still stands.  We lived by Fuxing Park which during the Concession era did not allow Chinese entrance.  When I lived nearby it was full of older people doing Tai Chi, dancing and sometimes singing to old Mao era songs.  I loved park life in the city.  We visited Beijing often and enjoyed going to the parks and temples although as a city, distances always seemed further than they appeared.  You article brings back great memories. ",22349637,22349637,1493778240,1,FALSE,0,,22349637,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,,0,,0,approved,1,0,1493818887,Calvin Lee,1966123,NE Corridor USA,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493818860,"Unfortunately Beijing is also one of the world's most polluted cities, and that doesn't sound very appealing.",22349580,22349580,1493777874,1,FALSE,0,,22349580,https://graphics8.nytimes.com/images/apps/timespeople/none.png,7,,3,,0,approved,1,0,1493818866,Daisy,16090040,undefined,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493818825,"As one who lived in Beijing for several years I've speculated as to how much cultural heritage (and economic real estate wealth) was lost when the walls were torn down in 1963 to be replaced by the 2nd ring road (a 24 x 7 virtual parking lot).    I believe had central Beijing retained more of its architectural integrity the subsequent economic revival of China since 1987 would have  resulted in a cultural heritage similar in scale to Paris or Amsterdam.   There is so much in BJ to behold, but there could have been significantly more.",22347128,22347128,1493758431,1,FALSE,0,,22347128,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,,1,,0,approved,1,0,1493818827,DWS,46779680,"Dallas, TX",,,0,5906b3197c459f24986dd003,Unknown,Travel
1493818681,"This brought back fond memories.  I served in the US Embassy from 1986-89 and also lived in the Jianguomenwai diplomatic compound.  The city was much as the author described.  We were constantly fighting dust and grime, but it was still a charming place that had yet to succumb to developers' bulldozers.  My office faced Ri Tan Park, and I often ate lunch in a small restaurant in the middle of the park that no longer exists where a plate of dumplings, some pickled cabbage and a beer cost less the $3.00.  Unfortunately, my last memory of the park was on June 6, 1989, when a convoy of People's Liberation Army trucks drove down the street between my office and the park, firing their guns into the air.",22346774,22346774,1493756078,1,FALSE,0,,22346774,https://graphics8.nytimes.com/images/apps/timespeople/none.png,10,,1,,0,approved,1,0,1493818688,bonanglais,63951092,Colorado,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493740180,"What a lovely article. I too love Beijing and especially The Temple of the Sun. I have found Beijing the perfect city to balance my explorations in the Middle East, which seems almost new by comparison. Exploring China has become a delight, and like the writer, I have found it quite easy to gaze past the western media's depictions of China as nothing more than a smog hole stuffed with unhappy people and viewed stunning antiquities, beautiful countrysides and probably the most interesting and gracious people on earth. Thank you for a wonderful article that is also a breathe of fresh air on China. ",22342870,22342870,1493737163,1,FALSE,0,,22342870,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,,0,,1,approved,1,0,1493740182,anonymous12,59379944,US,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493740180,"I first visited Beijing &amp; much of the border regions in 1985.  Yes, it was hard traveling, but people were re-emerging from a decade of destruction &amp; were finding joy.  There was little to eat, no cooking oil, &amp; nowhere to stay. Still, much of the border region had cultural treasures untouched by the masses:  the Ta'er Lamasery, Yangshuo before the tourists, the cool yogurt of Kunming, the breathtaking sunrise on Emei Mountain.  Economic development &amp; the push against Tibetan Buddhism have exacted a huge toll. I'm glad I saw it when.",22337933,22337933,1493692902,1,FALSE,0,,22337933,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,,0,,0,approved,1,0,1493740187,Krista M.C.,16659658,Vermont,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493686987,"My wife and I were in Beijing in April last year and spent an hour or two in Temple of the Sun park. It was the middle of the week and the park was almost deserted.  A highlight was the small pavilion at the top of the hill. The amusement park, along with the restaurant  and beer garden were closed. We must missed the antique store.<br/>It was the Lama Temple which I found most striking as a religious site. I wish we had known of the White Cloud Temple.",22336911,22336911,1493684963,1,FALSE,0,,22336911,https://graphics8.nytimes.com/images/apps/timespeople/none.png,2,,0,,0,approved,1,0,1493686987,Richard Klibaner,28662408,"Cambridge, MA",,,0,5906b3197c459f24986dd003,Unknown,Travel
1493686987,"I've been lucky in life.  I have had the good fortune to experience many of this planets most interesting cities.  Beijing is special, even among such exemplary counterparts.  If you can, you really must go.  Wonderful people, staggering history, compelling culture and parks no place in the world can replicate.  Only Cape Town evokes as many fond memories for me as Beijing.",22336568,22336568,1493682359,1,FALSE,0,,22336568,https://graphics8.nytimes.com/images/apps/timespeople/none.png,6,,0,,0,approved,1,0,1493686987,Whatthewhat,65896608,B,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493672242,"Having lived in Beijing for more than 4 years I can relate to the writers effection for the vast and bustling metropolis. I was also struck by how Beijingers were driven by materialism, but at the same time becoming disillusioned by it and slowly returning to religion and other spritual pursuits. As always, great pictures by Adam Dean. ",22331408,22331408,1493658118,1,FALSE,0,,22331408,https://graphics8.nytimes.com/images/apps/timespeople/none.png,2,,0,,0,approved,1,0,1493672242,Pierre Kriek,70712358,"Tervuren, Belgium",,,0,5906b3197c459f24986dd003,Unknown,Travel
1493669048,"Wonderful article, perfectly true to Beijing which is a city I am ever so fond of.",22334273,22334273,1493668997,1,FALSE,0,,22334273,https://graphics8.nytimes.com/images/apps/timespeople/none.png,8,,0,,0,approved,1,1,1493669051,Nancy,57771928,Great Neck,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493650084,"As we head toward the 100th anniversary of the May Fourth Movement (May 4, 1919), we should remember that radical anti-traditionalism pre-dates any awareness of the existence of Marxism and if anything brought about the formation of the Chinese Communist Party, rather than being a product of it. The Chinese are coming to terms with a complex troubled 19th and early 20th century. And so are we. Let's work together to avoid any tragic repeats.",22325116,22325116,1493641067,1,FALSE,0,,22325116,https://graphics8.nytimes.com/images/apps/timespeople/none.png,22,,0,,0,approved,1,0,1493650084,JustThinkin,1726283,Texas,,,0,5906b3197c459f24986dd003,Unknown,Travel
1493650084,"Well, Ian, I sense your affection for Beijing, but, frankly, it sounds horrendous. A small patch left of what was once a great park, and an overweening Chinese authority, barely in the background, shaping everything that remains.  Much better than in Mao's day, but still pretty bad. Definitely not on my list...",22322974,22322974,1493614981,1,FALSE,0,,22322974,https://graphics8.nytimes.com/images/apps/timespeople/none.png,12,,0,,0,approved,1,0,1493650084,LooseFish,17812937,"Rincon, Puerto Rico",,,0,5906b3197c459f24986dd003,Unknown,Travel
1493650076,"Not all is well in Beijing’s parks.<br/><br/>Most interesting article except that it presents a Beijing’s park in a biased manner. Nowhere is there any reference made to the omnipresent dying trees due to environmental stress. Nowhere is there any comment on the pushing and shoving, queue jumping that goes on, in which any foreigner caught in it is overwhelmed. Nowhere is there any comment on the army of cleaners and sweepers who collect bottles and papers discarded by visitors. Yes, Beijing is grand, but in an artificial manner. China has grown for the better since my first trip in 1984. Do not get me wrong, I love China, as I made it my area of specialization. I am in Shanghai on a one-year sabbatical, teaching at a national university, and I love every minute of my time interfacing with so many students with great potential. Unfortunately, Chinese do not wholeheartedly embrace their history; they mechanically live their culture, often without understanding it. The majority have lost the spirituality that Taoism, Confucianism, Buddhism, and even Christianity used to bring. Nowadays, they pray at the altar of consumerism. ",22324987,22324987,1493640652,1,FALSE,0,,22324987,https://graphics8.nytimes.com/images/apps/timespeople/none.png,33,,4,,0,approved,1,0,1493650076,J Pierre Brunet,79031067,Shanghai,,,0,5906b3197c459f24986dd003,Unknown,Travel
1494295807,"In Lhasa and in Tibet in general one can certainly sense the heavy and oppressive thumb of Beijing (same holds true in much of Xinjiang province) but travelers can still find much there that is distinctly Tibetan.  Definitely worth a visit, and the further you get from Lhasa the less you're affected by the harsh political realities.",22418834,22418834,1494295756,2,FALSE,22403818,Dave from Auckland,22403818:22418834,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,0,,0,,0,approved,1,1,1494295811,stu freeman,35591703,brooklyn,,,22403818,5906b3197c459f24986dd003,Unknown,Travel
1494207393,"If you read the last paragraphs, I think you will see that this is not a romantic view of the city.  It is actually sad.  It is as if the state is trying to resurrect past values, and filter them to fit their ideal of what a Chinese citizen should be. It is a charade.",22404300,22404300,1494199091,2,FALSE,22401188,Citizen X,22401188:22404300,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1494862849,Nelly Bly,22864420,Arizona,,,22401188,5906b3197c459f24986dd003,Unknown,Travel
1494295987,"Citizen X:  I imagine there are depressed and dirty areas in Beijing as there are in NYC and Newark and lots of other metropolitan areas, but please specify where those areas are. I'd love to see them in order to experience both sides of the contemporary situation.   ",22418843,22418843,1494295981,2,FALSE,22401188,Citizen X,22401188:22418843,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,0,,0,,0,approved,1,1,1494295992,stu freeman,35591703,brooklyn,,,22401188,5906b3197c459f24986dd003,Unknown,Travel
1494207395,"For most of its history, the Chinese government stayed out of the religious life of the people. Now, religion is just one more thing to be manipulated to keep CCP in power. Not so different from present-day American government.",22403861,22403861,1494193852,2,FALSE,22398474,Gary,22398474:22403861,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,1,approved,1,0,1494207395,Dave from Auckland,9532031,Auckland,,,22398474,5906b3197c459f24986dd003,Unknown,Travel
1494295147,"@Gary: That's one of the consequences of living in a country whose constitution prescribes a separation of church and state.  In China, on the other hand, followers of Falun Gong can't worship even in private.  And the few Jews still living in Kaifeng (a city which formerly had a rather large Jewish population) have had their one remaining synagogue pulled down by the government and replaced with a medical facility.  ",22418772,22418772,1494295085,2,FALSE,22398474,Gary,22398474:22418772,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,1,,0,,0,approved,1,1,1494295152,stu freeman,35591703,brooklyn,,,22398474,5906b3197c459f24986dd003,Unknown,Travel
1494717263,"The Chinese government allows its people to worship any religion at any place as long as they are government sanctioned.  Nice of them, no?",22480304,22480304,1494625806,2,FALSE,22398474,Gary,22398474:22480304,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1494717267,Expat,68619958,London,,,22398474,5906b3197c459f24986dd003,Unknown,Travel
1494255147,"The desert is expanding to the west that is true – global warming if not controlled will approaching the end of 21st C. make all of China, India and other southern areas uninhabitable. But can not lay that one on the Chinese alone who seem to be aware of its implications.  Maybe the capital will be move to Siberia somewhere and D.C. to Vancouver.",22404962,22404962,1494207829,2,FALSE,22393244,Janet Newton,22393244:22404962,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1494255152,wsmrer,48996245,chengbu,,,22393244,5906b3197c459f24986dd003,Unknown,Travel
1494294787,"@Janet Newton:  Have you actually been there?  Beijing is hardly congested with ""sewage and filth.""  If a policeman catches you throwing garbage on the street you're likely to do some hard jail-time. Do you similarly believe that New York is the world's most violent city?",22418741,22418741,1494294740,2,FALSE,22393244,Janet Newton,22393244:22418741,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,0,,0,,0,approved,1,1,1494294789,stu freeman,35591703,brooklyn,,,22393244,5906b3197c459f24986dd003,Unknown,Travel
1494012037,"   Beijing as a microcosm of the Chinese universe, and for centuries its cosmological center, is a given by almost every author on the city, Chinese or foreign. Consider Wang Jun ""City Record,"" or Juliet Bredon's ""Peking."" The point that China had other, older capitals, is actually mentioned in the article, but isn't part of the article--it never said that Beijing is China's oldest capital.<br/>   The fact that Beijing was founded by Mongolians is irrelevant, as is the weather. What does matter is that it has been the capital of the place we now call China for almost all of the past 800 years. As for the south being more typical of where Chinese capitals were based, this is clearly wrong. Nanjing was a capital of China for a tiny amount of time (for one emperor at the start of the Ming and for a decade in the Republican era). The great historic capitals were overwhelmingly northern cities: Chang'an (Xi'an), Luoyang, Kaifeng, and, longest of all, Beijing. ",22375408,22375408,1493937093,2,FALSE,22351332,Martin Kralik,22351332:22375408,https://graphics8.nytimes.com/images/apps/timespeople/none.png,13,,0,,1,approved,1,0,1494012037,Peter,43943103,Boston,,,22351332,5906b3197c459f24986dd003,Unknown,Travel
1493926389,It IS polluted but not usually to the extent that would impair one's ability to enjoy a visit there.  I've been to Beijing about a half dozen times and never experienced the sort of atmospheric difficulty that some photos suggest is an everyday occurrence.  ,22373058,22373058,1493926324,2,FALSE,22349580,Daisy,22349580:22373058,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,8,,0,,0,approved,1,1,1493926395,stu freeman,35591703,brooklyn,,,22349580,5906b3197c459f24986dd003,Unknown,Travel
1494120025,"Sorry. I have to emphatically disagree. Although Beijing has many nice days (and many bad days) pollution wise, it is very difficult to predict when air quality will be good or bad - making it difficult to plan a trip. In the 1980s, September and October were characterized by predictably beautiful weather so fall was the prime season to visit Beijing. Now, however, even September and October don't have predictably good air. One of the worst bouts of pollution I remember here in Beijing was a few years ago in late October. Spring is also not dependably good. Two days ago, the air quality index spiked to about 560 or so - far, far above what is acceptable by WHO standards. Summer tends to be fairly bad (muggy, polluted and still) and late fall and parts of winter are often polluted, too. Last December-January saw a stretch of 10 days or so of really bad pollution. In fact, bad air pollution is increasingly common from late October until the air gets really cold - around early to mid-January. So, yes, you can have a nice visit to Beijing if your roll of the dice turns out well. But it's also very possible that the 4-5 days you allot for your visit will be be during a stretch of terrible or merely bad pollution. Even if the pollution isn't hazardous, average air quality in Beijing isn't healthful.",22392680,22392680,1494082111,2,FALSE,22349580,Daisy,22349580:22392680,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,1,approved,1,0,1494120025,Kathryn Minnick,59442351,Beijing,,,22349580,5906b3197c459f24986dd003,Unknown,Travel
1494180991,"I go to Beijing four times a year. One can have blue skies for a couple days, but usually the air is ""mildly polluted"" with an AQI of 150 or so (that would be 300 in the US or Europe). Pollution can be horrendous in the winter. Last November, I didn't go outside without my mask the whole three weeks I was there. You need to be healthy to visit Beijing too. We've brought over Americans as experts to talk to officials, and they've gotten sick even when the air quality is listed as ""good"". After nearly 40 trips to China, my immune system is strong, but I would not sugar coat the air pollution issue. It's real. It's improving, better than 2011, but still would be considered ""bad"" by most Westerners.",22400633,22400633,1494168766,2,FALSE,22349580,Daisy,22349580:22400633,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,0,approved,1,0,1494180999,MethowSkier,18550257,"Winthrop, WA",,,22349580,5906b3197c459f24986dd003,Unknown,Travel
1493927291,"Excellent comment.  Some remnants of the wall do remain, along with a couple of impressive gates, but it's a shame that that most of it was torn down in the rush towards westernization.  I keep telling people to travel down to Nanjing whose city wall is still largely intact but that magnificent metropolis remains China's most mysteriously untouristed city.    ",22373325,22373325,1493927253,2,FALSE,22347128,DWS,22347128:22373325,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3559/1703/cropped-35591703.jpg?0.3012325658612995,8,,0,,0,approved,1,1,1493927293,stu freeman,35591703,brooklyn,,,22347128,5906b3197c459f24986dd003,Unknown,Travel
1494120025,"How lovely that someone else remembers the dumpling restaurant in the middle of the park, our favourite place as children (British diplomat parents posted to Beijing 81-83). As you ordered by number of dumplings (jiaodze?) which were then handmade to order, the challenge was to accurately estimate how many you could eat - and after underestimating a few times and wishing for more after the kitchen had closed, we resolved to really go for it and ordered 100! In our defence I think there may have been 8 at the table but it took so long to hand make them that by the time the steaming mountain arrived no one was remotely hungry anymore!! Back in the early eighties the myriad parks of Beijing were a delight for us - particularly fun in sub-zero winter temperatures when the ornamental lakes would freeze over and impromptu ice hockey games would appear, speed  skating enthusiasts determinedly circling a small pile of belongings (surprisingly no official control of ice thickness or access so you might find yourself hopping across floating crates to get to the thicker ice or indeed losing a puck through the dark patches). Best of all the Summer palace lake where you could skate to an island and where an intrepid US staffer (I think) would ply his windsurf-on-skates over the greater distances much to the local Chinese families bemusement.",22389992,22389992,1494058940,2,FALSE,22346774,bonanglais,22346774:22389992,https://graphics8.nytimes.com/images/apps/timespeople/none.png,3,,0,,0,approved,1,0,1494120025,Harriet Clark,78930451,UK,,,22346774,5906b3197c459f24986dd003,Unknown,Travel
1493686987,"Until recently, I did not understand the goals of Mao and his Cultural Revolution. I believed it was a raw power play. In fact, it was an effort to discard the heavy burden of the cultural past that impedes the improvement of the Chinese society. He obviously failed in its endeavour, resulting in Confucianism and numerous archaic cultural practices coming back with a vengeance. For example, women are less equal now than during the Maoist years. Parents of the groom need to pay for an apartment, and possibly for a car before the parents of the bride accept the marriage proposal. I am not a defender of Mao, but he tried to get rid of the burden of history. If China is not careful in addressing this situation, the West will remain the implicit role model of the Chinese. Just look at the advertising in China where the vast majority of models are westerners. ",22336945,22336945,1493685323,2,FALSE,22324987,J Pierre Brunet,22324987:22336945,https://graphics8.nytimes.com/images/apps/timespeople/none.png,8,,0,,0,approved,1,0,1493686987,J Pierre Brunet,79031067,Shanghai,,,22324987,5906b3197c459f24986dd003,Unknown,Travel
1493740180,"You definitely raised great points here. ""Whitewashing"" in Hollywood, fashion, and every cultural aspects, are simply the legacy of post-colonial world. China is the victim of this, where people can easily get decent wage just by ""Being White"" or ""speaking English"". But is it the same thing in Japan, Thailand, and a lot of countries that were suffered back in colonial period.<br/>Westerns or I would say ""White people"" made the rules of everything we have these days, for the developing countries, there's not much power to resist.<br/>My personal thought here (Which I assume I don't represent vast majority of Chinese). I am being critical to my own culture, as much I criticize Western cultural imperialism. Politically, in countries like Turkey, China, Russia where authoritarian rules are heavy. ""Picking up old tradition"" often means politicians are ready to take conservative path.",22338399,22338399,1493697186,2,FALSE,22324987,J Pierre Brunet,22324987:22338399,https://graphics8.nytimes.com/images/apps/timespeople/none.png,3,,0,,0,approved,1,0,1493740187,Kang Ni,68235756,Jerusalem,,,22324987,5906b3197c459f24986dd003,Unknown,Travel
1493740180,"This nostalgia for events -- the Cultural Revolution -- that you did personally suffer through is sad.  Sad most of all because of the deaths, and years of the lives of many wasted, brought about in that violent era by Mao's unwillingness to admit his mistakes (such as the horrendous Great Leap Forward famine) and share more power with more pragmatic colleagues such as Liu Shaoqi and Deng Xiaoping.",22339132,22339132,1493708535,2,FALSE,22324987,J Pierre Brunet,22324987:22339132,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,1,approved,1,0,1493740186,Observer1,54703561,California,,,22324987,5906b3197c459f24986dd003,Unknown,Travel
